Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
2672494,12/01/2006 11:56:15 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,634 HUNTER AVENUE,HUNTER AVENUE,BADEN PLACE,PATTERSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,12/31/2006 11:56:15 AM,12/23/2006 12:02:08 AM,02 STATEN ISLAND,STATEN ISLAND,959466,148378,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57390466679235,-74.08921358474484,"(40.57390466679235, -74.08921358474484)"
2678414,12/22/2006 11:18:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,453 MILL ROAD,MILL ROAD,ISABELLA AVENUE,GUYON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,01/21/2007 11:18:32 AM,01/13/2007 12:03:52 AM,03 STATEN ISLAND,STATEN ISLAND,952414,142482,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.55769878586538,-74.11457049201019,"(40.55769878586538, -74.11457049201019)"
2614496,05/05/2006 03:54:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,289 POTTER AVENUE,POTTER AVENUE,SMITH AVENUE,MANOR ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/04/2006 03:54:46 PM,05/27/2006 12:01:49 AM,01 STATEN ISLAND,STATEN ISLAND,950100,163995,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61673901436494,-74.12300675490269,"(40.61673901436494, -74.12300675490269)"
2622183,06/06/2006 12:16:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10310,106 LLEWELLYN PLACE,LLEWELLYN PLACE,BEND,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/06/2006 12:16:34 PM,06/28/2006 12:04:11 AM,01 STATEN ISLAND,STATEN ISLAND,948181,167804,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.627186308545625,-74.12993924782545,"(40.627186308545625, -74.12993924782545)"
2628769,07/08/2006 01:26:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,485 INGRAM AVENUE,INGRAM AVENUE,VICTORY BOULEVARD,PURDY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/07/2006 01:26:44 PM,07/30/2006 12:03:23 AM,01 STATEN ISLAND,STATEN ISLAND,946479,161907,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61099319588641,-74.13603773325146,"(40.61099319588641, -74.13603773325146)"
2630655,07/08/2006 10:03:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,51 HETT AVENUE,HETT AVENUE,BEACON PLACE,MARINE WAY,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/07/2006 10:03:32 PM,07/30/2006 12:03:30 AM,02 STATEN ISLAND,STATEN ISLAND,955886,144999,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56461924565847,-74.10208612543703,"(40.56461924565847, -74.10208612543703)"
2632973,07/20/2006 04:37:13 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10308,261 COLON AVENUE,COLON AVENUE,GENESEE AVENUE,LEVERETT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/19/2006 04:37:13 PM,08/11/2006 12:08:00 AM,03 STATEN ISLAND,STATEN ISLAND,940795,141742,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5556183070948,-74.15637978784656,"(40.5556183070948, -74.15637978784656)"
2637691,08/07/2006 06:45:56 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,66 DUBOIS AVENUE,DUBOIS AVENUE,POST AVENUE,MARION STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/06/2006 06:45:56 PM,08/29/2006 12:06:50 AM,01 STATEN ISLAND,STATEN ISLAND,948433,168892,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63017365853328,-74.1290371881933,"(40.63017365853328, -74.1290371881933)"
2643981,08/31/2006 12:18:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,488 PHILLIP AVENUE,PHILLIP AVENUE,KENWOOD AVENUE,ZEPHYR AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/30/2006 12:18:44 PM,09/22/2006 12:03:38 AM,03 STATEN ISLAND,STATEN ISLAND,935976,130238,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.524017128981576,-74.1736396261047,"(40.524017128981576, -74.1736396261047)"
2647900,09/26/2006 06:00:29 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10301,29 SCRIBNER AVENUE,SCRIBNER AVENUE,WESTERVELT AVENUE,BISMARK AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/26/2006 06:00:29 AM,10/18/2006 12:05:42 AM,01 STATEN ISLAND,STATEN ISLAND,961257,171878,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63841215937376,-74.08284662978117,"(40.63841215937376, -74.08284662978117)"
2659116,10/15/2006 02:14:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10302,,,,,FOREST AVENUE,CRYSTAL AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,11/14/2006 02:14:45 PM,11/06/2006 12:04:01 AM,01 STATEN ISLAND,STATEN ISLAND,945031,166864,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.624592823779956,-74.14128170119548,"(40.624592823779956, -74.14128170119548)"
2668134,11/14/2006 12:38:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,34 JAQUES AVENUE,JAQUES AVENUE,NEW DORP PLAZA,EDISON STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,12/14/2006 12:38:57 PM,12/06/2006 12:05:57 AM,02 STATEN ISLAND,STATEN ISLAND,952440,148370,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.573860283558304,-74.11450462244288,"(40.573860283558304, -74.11450462244288)"
2672705,12/07/2006 07:08:59 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10304,988 VAN DUZER STREET,VAN DUZER STREET,HAMILTON STREET,WANDELL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,01/06/2007 07:08:59 AM,12/29/2006 12:02:13 AM,01 STATEN ISLAND,STATEN ISLAND,959859,163400,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61513810320142,-74.08785315730687,"(40.61513810320142, -74.08785315730687)"
2674372,12/20/2006 11:26:48 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10308,118 BARLOW AVENUE,BARLOW AVENUE,GREAVES AVENUE,MILES AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,01/19/2007 11:26:48 AM,01/11/2007 12:01:48 AM,03 STATEN ISLAND,STATEN ISLAND,942211,143397,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56016778293692,-74.15129438159514,"(40.56016778293692, -74.15129438159514)"
2601254,03/10/2006 12:33:42 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,219 MERRYMOUNT STREET,MERRYMOUNT STREET,SHILOH STREET,NOME AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/09/2006 12:33:42 PM,04/01/2006 12:01:38 AM,02 STATEN ISLAND,STATEN ISLAND,939594,153741,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58854719477522,-74.16078102500013,"(40.58854719477522, -74.16078102500013)"
2603326,03/14/2006 07:22:33 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,376 GARRETSON AVENUE,GARRETSON AVENUE,LACONIA AVENUE,MASON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/13/2006 07:22:33 AM,04/05/2006 12:02:55 AM,02 STATEN ISLAND,STATEN ISLAND,959468,152722,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58582808875876,-74.08922231240167,"(40.58582808875876, -74.08922231240167)"
2606686,03/31/2006 02:14:22 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,14 CARMEL AVENUE,CARMEL AVENUE,VICTORY BOULEVARD,CARO STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/30/2006 02:14:22 PM,04/22/2006 12:02:34 AM,01 STATEN ISLAND,STATEN ISLAND,946302,162192,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6117747050437,-74.13667682496875,"(40.6117747050437, -74.13667682496875)"
2607718,04/04/2006 05:46:22 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,59 SHILOH STREET,SHILOH STREET,RADFORD STREET,MERRYMOUNT STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,05/04/2006 05:46:22 PM,04/26/2006 12:02:02 AM,02 STATEN ISLAND,STATEN ISLAND,939112,154371,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.590273974507184,-74.16252063906798,"(40.590273974507184, -74.16252063906798)"
2624029,06/13/2006 08:52:47 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,64 GRAYSON STREET,GRAYSON STREET,MONTREAL AVENUE,FAIRBANKS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/13/2006 08:52:47 AM,07/05/2006 12:03:57 AM,03 STATEN ISLAND,STATEN ISLAND,950155,142141,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.556754409685254,-74.12269838780256,"(40.556754409685254, -74.12269838780256)"
2625822,06/21/2006 08:22:40 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,247 GRASSMERE DRIVE,GRASSMERE DRIVE,BEND,JOSEPH LANE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/21/2006 08:22:40 AM,07/13/2006 12:03:45 AM,02 STATEN ISLAND,STATEN ISLAND,963999,159202,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.603625888018406,-74.07292884359853,"(40.603625888018406, -74.07292884359853)"
2629734,07/10/2006 05:02:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10301,74 SHERMAN AVENUE,SHERMAN AVENUE,BENZIGER AVENUE,CORSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/09/2006 05:02:57 PM,08/01/2006 12:05:33 AM,01 STATEN ISLAND,STATEN ISLAND,961777,172224,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63936318964433,-74.08097415881002,"(40.63936318964433, -74.08097415881002)"
2635271,08/04/2006 03:36:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,193 GREENLEAF AVENUE,GREENLEAF AVENUE,ARTHUR COURT,EGBERT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/03/2006 03:36:55 PM,08/26/2006 12:07:33 AM,01 STATEN ISLAND,STATEN ISLAND,949179,167173,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.625458355033885,-74.12634066059952,"(40.625458355033885, -74.12634066059952)"
2635733,07/26/2006 02:28:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10309,109 WINANT PLACE,WINANT PLACE,KREISCHER STREET,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/25/2006 02:28:06 PM,08/17/2006 12:04:43 AM,03 STATEN ISLAND,STATEN ISLAND,917487,134951,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.536833527886074,-74.2401900076476,"(40.536833527886074, -74.2401900076476)"
2638327,08/11/2006 11:14:30 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10304,710 BAY STREET,BAY STREET,DOCK STREET,UNNAMED STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/10/2006 11:14:30 AM,09/02/2006 12:07:11 AM,01 STATEN ISLAND,STATEN ISLAND,963542,166912,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62478718179542,-74.07459825781193,"(40.62478718179542, -74.07459825781193)"
2643954,08/28/2006 07:35:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10310,624 DELAFIELD AVENUE,DELAFIELD AVENUE,BROADWAY,ELIZABETH STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/27/2006 07:35:44 PM,09/19/2006 12:05:29 AM,01 STATEN ISLAND,STATEN ISLAND,951114,168937,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63030760823663,-74.11937863659853,"(40.63030760823663, -74.11937863659853)"
2651505,09/22/2006 12:15:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10303,207 MAPLE PARKWAY,MAPLE PARKWAY,SPIRIT LANE,FOREST AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/22/2006 12:15:43 AM,10/14/2006 12:04:01 AM,01 STATEN ISLAND,STATEN ISLAND,940786,168148,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62809731909223,-74.15658203707734,"(40.62809731909223, -74.15658203707734)"
2653530,10/02/2006 12:10:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,114 FAHY AVENUE,FAHY AVENUE,BRAD LANE,LONGDALE STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,11/01/2006 12:10:46 PM,10/24/2006 12:08:14 AM,02 STATEN ISLAND,STATEN ISLAND,938393,164911,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61920038296604,-74.16518097363897,"(40.61920038296604, -74.16518097363897)"
2655061,10/07/2006 08:48:34 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,2 HAWTHORNE AVENUE,HAWTHORNE AVENUE,WATCHOGUE ROAD,CASWELL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,11/06/2006 08:48:34 AM,10/29/2006 12:04:04 AM,01 STATEN ISLAND,STATEN ISLAND,943403,164062,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61689457185493,-74.14712940959453,"(40.61689457185493, -74.14712940959453)"
2663539,10/31/2006 04:40:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,1051 ARDEN AVENUE,ARDEN AVENUE,JESSICA COURT,RALPH AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,11/30/2006 04:40:32 PM,11/22/2006 12:06:58 AM,03 STATEN ISLAND,STATEN ISLAND,935670,137380,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54361887659412,-74.17479155356307,"(40.54361887659412, -74.17479155356307)"
3722702,03/02/2007 09:01:48 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10301,1000 CLOVE ROAD,CLOVE ROAD,BARD AVENUE,GREENWAY DRIVE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/01/2007 09:01:48 AM,03/24/2007 12:02:38 AM,01 STATEN ISLAND,STATEN ISLAND,953745,165405,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62062246757604,-74.10988401532107,"(40.62062246757604, -74.10988401532107)"
3727406,03/03/2007 05:57:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,418 BURGHER AVENUE,BURGHER AVENUE,LACONIA AVENUE,MASON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/02/2007 05:57:17 PM,03/25/2007 12:03:15 AM,02 STATEN ISLAND,STATEN ISLAND,960442,154004,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58934959102581,-74.08572015181102,"(40.58934959102581, -74.08572015181102)"
3776946,03/07/2007 11:01:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10303,339 VAN PELT AVENUE,VAN PELT AVENUE,NETHERLAND AVENUE,FOREST AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/06/2007 11:01:42 AM,03/29/2007 12:02:50 AM,01 STATEN ISLAND,STATEN ISLAND,941055,167910,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62744537593046,-74.1556114250572,"(40.62744537593046, -74.1556114250572)"
2626715,06/27/2006 01:26:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10312,878 ANNADALE ROAD,ANNADALE ROAD,NORTH RAILROAD STREET,SI RAPID TRANSIT,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/27/2006 01:26:58 PM,07/19/2006 12:03:55 AM,03 STATEN ISLAND,STATEN ISLAND,934954,136326,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.540721900743826,-74.1773600467319,"(40.540721900743826, -74.1773600467319)"
2628487,07/06/2006 11:48:20 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10301,63 CASSIDY PLACE,CASSIDY PLACE,HENDERSON AVENUE,LAFAYETTE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/05/2006 11:48:20 AM,07/28/2006 12:03:14 AM,01 STATEN ISLAND,STATEN ISLAND,958076,173259,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.642193877596284,-74.09431351628494,"(40.642193877596284, -74.09431351628494)"
2630475,07/06/2006 10:43:59 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,191 BOARDWALK,BOARDWALK,4 COURT,LIPSETT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/05/2006 10:43:59 AM,07/28/2006 12:03:25 AM,03 STATEN ISLAND,STATEN ISLAND,937536,130390,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.52444269081996,-74.16802943192934,"(40.52444269081996, -74.16802943192934)"
2634544,07/23/2006 05:50:43 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10304,590 ODER AVENUE,ODER AVENUE,HAY STREET,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/22/2006 05:50:43 PM,08/14/2006 12:04:29 AM,02 STATEN ISLAND,STATEN ISLAND,959109,159207,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60362708834933,-74.09053894644791,"(40.60362708834933, -74.09053894644791)"
2634736,07/24/2006 12:47:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,43 BRANDIS AVENUE,BRANDIS AVENUE,RICHMOND AVENUE,WAINWRIGHT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/23/2006 12:47:28 PM,08/15/2006 12:05:03 AM,03 STATEN ISLAND,STATEN ISLAND,936816,142703,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.558235672739464,-74.17070556225903,"(40.558235672739464, -74.17070556225903)"
2638483,08/10/2006 01:35:55 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,,,,,FINGERBOARD ROAD,CLEVELAND PLACE,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/09/2006 01:35:55 AM,09/01/2006 12:10:51 AM,02 STATEN ISLAND,STATEN ISLAND,964946,158982,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60302414644318,-74.06951783584132,"(40.60302414644318, -74.06951783584132)"
2638961,08/11/2006 12:21:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,100 PIAVE AVENUE,PIAVE AVENUE,CAMBRIA STREET,ARGONNE STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/10/2006 12:21:33 PM,09/02/2006 12:07:10 AM,02 STATEN ISLAND,STATEN ISLAND,964865,155611,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59377125917638,-74.06979986081951,"(40.59377125917638, -74.06979986081951)"
2641585,08/18/2006 04:32:38 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10308,,,,,LINDENWOOD ROAD,WIMAN AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/17/2006 04:32:38 PM,09/09/2006 12:05:55 AM,03 STATEN ISLAND,STATEN ISLAND,942529,137285,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54339303460302,-74.1501122373528,"(40.54339303460302, -74.1501122373528)"
2645137,08/31/2006 02:15:14 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10302,99 ANN STREET,ANN STREET,PARK AVENUE,RICHMOND AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/30/2006 02:15:14 PM,09/22/2006 12:03:37 AM,01 STATEN ISLAND,STATEN ISLAND,947521,172014,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63873914128066,-74.13233981992622,"(40.63873914128066, -74.13233981992622)"
2655393,10/03/2006 06:36:13 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,39 SEAFOAM STREET,SEAFOAM STREET,DUSTAN STREET,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,11/02/2006 06:36:13 PM,10/25/2006 12:03:16 AM,02 STATEN ISLAND,STATEN ISLAND,956596,144763,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56397371448304,-74.09952977019586,"(40.56397371448304, -74.09952977019586)"
