CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
2953303,10/17/2013 12:34:37 AM,10/18/2013 03:26:25 PM,10/18/2013 03:26:25 PM,Closed,"Case Transferred - Residential Hotels & Shelters, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1000 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788244709338, -122.417173854423)",Voice In,
2952862,10/16/2013 07:19:45 PM,10/18/2013 04:05:42 PM,10/18/2013 04:05:42 PM,Closed,"Case Transferred - Healthy Housing & Vector Control
 Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"381 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782516349056, -122.415281321569)",Voice In,
2942250,10/14/2013 01:03:36 PM,10/18/2013 12:26:18 PM,10/18/2013 12:26:18 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Ned Shatara, Inspector
 415-252-3887",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1198 HOWARD ST, SAN FRANCISCO, CA, 94103",6,,"(37.776807729, -122.411474319)",Voice In,
2903676,10/03/2013 03:28:01 PM,10/07/2013 02:30:26 PM,10/07/2013 02:30:26 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"480 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Mission,"(37.763487177168, -122.407510768644)",Voice In,
2903029,10/03/2013 01:21:51 PM,10/07/2013 02:23:57 PM,10/07/2013 02:23:57 PM,Closed,"Case Transferred - Residential Hotels & Shelters, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"34 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781549935165, -122.409744250805)",Voice In,
2898735,10/02/2013 01:44:42 PM,10/04/2013 02:55:02 PM,10/04/2013 02:55:02 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Lillian Dyson, Inspector
 415-252-3880",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"30 INCA LN, SAN FRANCISCO, CA, 94115",5,,"(37.783639631, -122.428993648)",Web Self Service,
2893849,10/01/2013 01:17:51 PM,10/03/2013 04:13:35 PM,10/03/2013 04:13:35 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"355 SERRANO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.718208246994, -122.480956536849)",Voice In,
2891323,09/30/2013 08:31:01 PM,10/03/2013 03:38:55 PM,10/03/2013 03:38:55 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Lillian Dyson, Inspector
 415-252-3880",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"253 LAGUNA ST, SAN FRANCISCO, CA, 94102",5,Lower Haight,"(37.773434467744, -122.425832038472)",Voice In,
2890008,09/30/2013 03:23:54 PM,10/02/2013 04:50:44 PM,10/02/2013 04:50:44 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Lillian Dyson, Inspector
 415-252-3880",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"244 SCOTT ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.772212313445, -122.435365822175)",Web Self Service,
2889410,09/30/2013 01:56:59 PM,10/02/2013 04:32:40 PM,10/02/2013 04:32:40 PM,Closed,"Case is a Duplicate - complainant already called the DPH Healthy Housing & Vector Control Program regarding the issue - Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"440 DAVIS CT, SAN FRANCISCO, CA, 94111",3,Northern Waterfront,"(37.796762874406, -122.398400743853)",Voice In,
2887934,09/30/2013 09:47:41 AM,10/02/2013 04:04:00 PM,10/02/2013 04:04:00 PM,Closed,"Case Transferred - Residential Hotels & Shelters, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"68 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781200895024, -122.409304724972)",Voice In,
2876239,09/26/2013 03:44:07 PM,10/02/2013 10:39:25 AM,10/02/2013 10:39:25 AM,Closed,"Case Transferred - Residential Hotels & Shelterls, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"705 VALLEJO ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798359059848, -122.408997609469)",Voice In,
2872427,09/25/2013 05:37:34 PM,10/01/2013 04:45:02 PM,10/01/2013 04:45:02 PM,Closed,"Case Transferred - Residential Hotels & Shelters
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1312 UTAH ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.752822408664, -122.405531841168)",Voice In,
2842581,09/18/2013 11:46:05 AM,09/20/2013 10:08:55 AM,09/20/2013 10:08:55 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo. Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of 24TH ST and HAMPSHIRE ST,9,Mission,"(37.7529067263688, -122.407291116487)",Voice In,
2841252,09/18/2013 07:55:00 AM,09/19/2013 04:47:48 PM,09/19/2013 04:47:48 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"320 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782841831026, -122.414571933805)",Voice In,
2812087,09/10/2013 04:07:14 PM,09/17/2013 02:03:50 PM,09/17/2013 02:03:50 PM,Closed,"Case Resolved - 
 LOCID58547-1312 UTAH ST SEPT 16 2013 SRN 2812087
 9/16/2013 - Complaint site visit for roach infestation, rat infestation.
 311 srn 2812087
 INSPECTION DATA & ACTIONS REQUIRED
 1)Observed rodent droppings behind the refrigerator in the kitchen. Room is currently being monitored. Did not observe any large openings. Clean rodent droppings. One part bleach to 10 parts water.
 2)No rats.
 3)Maintain Hallways litter free at all times. It is not for storage of personal items. Nothing to be stored in the aisles as they create pest harborages/tripping hazards.
 4)Fire escape Room - Follow the Fire Marshalls Order for this room.
 5)Front Door Broken (Glass). Repair
  NOTES:
 Rodent droppings in the kitchen behind the refrigerator has been cleaned while on site. Abated.
 Front door is being repaired.
 Hallways are being cleared.
 No additional actions is needed. Post complaint inspection data in 311.
 
 LOCID58547-1312 UTAH ST SEPT 16 2013 SRN 2812078
 
 COMPLAINT ID 54547
 9/16/2013 - Bedbug complaint for the Building
 
 INSPECTION DATA & ACTIONS REQUIRED
 1)No specific Room was indicated.
 2)Did not observe Signs of Bedbugs.
 3)No further action is necessary.
 
  ABATED",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1312 UTAH ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.752822408664, -122.405531841168)",Voice In,
2809624,09/10/2013 09:03:20 AM,09/10/2013 12:38:41 PM,09/10/2013 12:38:41 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2909 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750448225344, -122.418088043327)",Web Self Service,
2798439,09/06/2013 03:35:18 PM,09/18/2013 09:01:25 AM,09/18/2013 09:01:25 AM,Closed,"Case Resolved - ACTIONS REQUIRED
 8/16/2013 - Room #420 rodent complaint visit.
 INSPECTION DATA
 1)Inspected the door gap at the bottom of the door for easy rodent access and the gap is less than 1/4 inches. Ok.
 2)Inspected the Kitchen areas - No signs of rodent infestation or other pests.
 3)Room is cluttered and not organized and sanitary.
 4)Refer this occupant to APS/IHSS and hopefully clean up services for at least two times a month can be approved so that room sanitation is maintained at all times.",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"88 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781001930293, -122.409054181459)",Voice In,
2797944,09/06/2013 02:00:31 PM,09/09/2013 03:51:49 PM,09/09/2013 03:51:49 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252*-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"610 ILLINOIS ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,"(37.763975948773, -122.388034742541)",Voice In,
2793609,09/05/2013 02:07:17 PM,09/06/2013 09:28:25 AM,09/06/2013 09:28:25 AM,Closed,"Case Transferred - Residential Hotels & SRO, DPH
 Joseph Ossai, Inspector
 415-252-3892",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"935 KEARNY ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.796786840297, -122.405579657156)",Voice In,
2787732,09/04/2013 10:53:11 AM,09/04/2013 02:17:13 PM,09/04/2013 02:17:13 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"355 SERRANO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.718208246994, -122.480956536849)",Voice In,
2782988,09/03/2013 11:00:57 AM,09/06/2013 04:44:31 PM,09/06/2013 04:44:31 PM,Closed,"Case Resolved - LOCID58117-1010 BUSH ST BALMORAL HOTEL  SRN2782988 2013
 9/6/2013 - Site visit for mice in hallways of the building investigation.
 
 INSPECTION DATA
 1)Building hallways and common areas are clean.
 Garbage Area - Clean. No smell.
 Community Kitchen Areas - Clean. No pests & No signs of mice droppings. See PHOTOS.
 2)Did not observe any pest harborage sites in the common areas.
 3)Called the occupant on the telephone to ascertain more details and occupant said that he is taking a nap and do not want to be bothered.
 4)No additional actions is necessary at this time.
 
  ABATED",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1010 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.789609586077, -122.413979152126)",Voice In,
2780018,09/02/2013 01:58:02 PM,09/04/2013 10:02:00 AM,09/04/2013 10:02:00 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of FONT BLVD and TAPIA DR,7,Parkmerced,"(37.720702837764, -122.481058164142)",Voice In,
2776279,08/31/2013 09:15:19 PM,09/03/2013 10:14:38 AM,09/03/2013 10:14:38 AM,Closed,Case Resolved - 09/03/13 - SR# 2776279 assigned to inspector Oblena. closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2084 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763750489664, -122.419703107292)",Voice In,
2769137,08/29/2013 07:11:42 PM,08/30/2013 08:56:26 AM,08/30/2013 08:56:26 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"429 BUSH ST, SAN FRANCISCO, CA, 94108",3,,"(37.790393881, -122.404636471)",Voice In,
2762579,08/28/2013 11:47:28 AM,08/28/2013 03:08:48 PM,08/28/2013 03:08:48 PM,Closed,"Case Transferred - Healthty Housing & Vector
 Control Program, DPH
 Lillian Dyson, Inspector
 415-252-3880",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"439 ROSE ST, SAN FRANCISCO, CA, 94102",5,,"(37.772840379, -122.4278861)",Voice In,
2758999,08/27/2013 10:03:42 AM,08/28/2013 12:00:40 PM,08/28/2013 12:00:40 PM,Closed,"Case Transferred - Residential Hotels & SRO, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of CAMBON DR and FONT BLVD,7,Parkmerced,"(37.715895937, -122.474447046)",Voice In,
2757727,08/26/2013 08:36:34 PM,08/28/2013 11:45:49 AM,08/28/2013 11:45:49 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"230 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784192875537, -122.411454279027)",Voice In,
2750411,08/24/2013 05:42:13 PM,08/28/2013 09:19:44 AM,08/28/2013 09:19:44 AM,Closed,"Case is a Duplicate - Residential Hotels & SRO, DPH
 Nader Shatara, Inspector
 415-252-3887",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"664 LARKIN ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.784090954382, -122.417525240691)",Web Self Service,
2739338,08/21/2013 03:44:47 PM,08/21/2013 05:29:45 PM,08/21/2013 05:29:45 PM,Closed,Case Resolved - 08/21/13 SR#2739338 assigned to inspector Oblena. Closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"230 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784192875537, -122.411454279027)",Voice In,
2736837,08/21/2013 07:58:09 AM,08/26/2013 03:38:21 PM,08/26/2013 03:38:21 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of 3RD ST and PALOU AVE,10,,"(37.7340138924177, -122.390967896598)",Web Self Service,
2725529,08/17/2013 08:54:53 PM,08/22/2013 10:18:52 AM,08/22/2013 10:18:52 AM,Closed,Case is a Duplicate - SR#2725529 is duplicate with SR#2739338,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"230 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784192875537, -122.411454279027)",Voice In,
2714905,08/14/2013 05:48:36 PM,08/15/2013 10:56:00 AM,08/15/2013 10:56:00 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-258-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1029 GEARY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785693918852, -122.420320524303)",Web Self Service,
2714881,08/14/2013 05:42:31 PM,08/15/2013 10:43:40 AM,08/15/2013 10:43:40 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1029 GEARY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785693918852, -122.420320524303)",Web Self Service,
2713243,08/14/2013 12:03:12 PM,08/14/2013 02:22:35 PM,08/14/2013 02:22:35 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"700 OFARRELL ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785410374583, -122.416317168019)",Voice In,
2710627,08/13/2013 04:36:00 PM,08/14/2013 08:17:20 AM,08/14/2013 08:17:20 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1029 GEARY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785693918852, -122.420320524303)",Voice In,
2703560,08/12/2013 08:25:28 AM,08/12/2013 10:30:20 AM,08/12/2013 10:30:20 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1422 47TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.75993075734, -122.506898494816)",Voice In,
2692557,08/08/2013 02:03:24 PM,08/09/2013 10:53:28 AM,08/09/2013 10:53:28 AM,Closed,"Case Transferred - Residential Hotel & Shelter Program, DPH
 Cindy Tong, Clerk
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1000 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788244709338, -122.417173854423)",Voice In,
2654414,07/29/2013 03:36:36 PM,08/01/2013 09:33:03 AM,08/01/2013 09:33:03 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1340 TAYLOR ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.794819871228, -122.412953549544)",Voice In,
2653811,07/29/2013 02:12:55 PM,07/30/2013 08:17:04 AM,07/30/2013 08:17:04 AM,Closed,Case Resolved - SR#2653811 assigned to inspector Oblena. Closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1411 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798885471447, -122.409049574476)",Voice In,
2631451,07/23/2013 10:09:08 AM,07/23/2013 01:59:06 PM,07/23/2013 01:59:06 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1865 GENEVA AVE, SAN FRANCISCO, CA, 94134",10,Sunnydale,"(37.709494130406, -122.423413321272)",Voice In,
2627904,07/22/2013 12:24:58 PM,07/22/2013 03:38:37 PM,07/22/2013 03:38:37 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1421 INGALLS ST, SAN FRANCISCO, CA, 94124",10,Hunters Point,"(37.730175961132, -122.38295211573)",Voice In,
2615546,07/18/2013 12:12:54 PM,07/18/2013 05:02:48 PM,07/18/2013 05:02:48 PM,Closed,Case Resolved - 07/18/13 - SR#2615546 assigned to inspector Shatara. Closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"405 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766409377673, -122.421714056291)",Voice In,
2606575,07/16/2013 10:42:04 AM,07/16/2013 10:55:22 AM,07/16/2013 10:55:22 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"381 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782516349056, -122.415281321569)",Voice In,
2602818,07/15/2013 12:16:19 PM,07/15/2013 03:44:27 PM,07/15/2013 03:44:27 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1167 PINE ST, SAN FRANCISCO, CA, 94109",3,,"(37.790084225, -122.41505419)",Voice In,
2597689,07/13/2013 03:39:33 PM,07/15/2013 10:42:47 AM,07/15/2013 10:42:47 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"336 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,Forest Hill,"(37.745450461803, -122.463078697029)",Web Self Service,
2592663,07/11/2013 05:07:40 PM,11/18/2013 02:40:17 PM,11/18/2013 02:40:17 PM,Closed,"Case Resolved - HIS Complaint No. 201337741 has been filed with Housing Inspection Division.  To view status, visit our website www.sfdbi.org",DBI - Permits - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"7 ORIZABA AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.709975028392, -122.462678745396)",Web Self Service,
2585798,07/09/2013 07:38:21 PM,07/10/2013 02:27:49 PM,07/10/2013 02:27:49 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Adaku Ude, Inspector
 415-252-3878",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"337 28TH AVE, SAN FRANCISCO, CA, 94121",1,,"(37.782929707, -122.488490186)",Web Self Service,
2562733,07/03/2013 10:12:58 AM,07/03/2013 03:11:05 PM,07/03/2013 03:11:05 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program,  DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"381 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782516349056, -122.415281321569)",Voice In,
2560667,07/02/2013 04:35:19 PM,07/03/2013 11:07:08 AM,07/03/2013 11:07:08 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Adaku Ude, Inspector
 415-252-3878",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1660 FULTON ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.776153438721, -122.444140938489)",Voice In,
2558837,07/02/2013 11:16:34 AM,07/02/2013 02:28:03 PM,07/02/2013 02:28:03 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1421 INGALLS ST, SAN FRANCISCO, CA, 94124",10,Hunters Point,"(37.730175961132, -122.38295211573)",Voice In,
2520593,06/22/2013 02:34:23 PM,06/25/2013 11:33:41 AM,06/25/2013 11:33:41 AM,Closed,"Case Transferred - Healthy Housing & Vector 
 Control Program, DPH
 Irene Sanchez, Inspector
 415-252-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"143 JULES AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,"(37.720802664256, -122.461306702929)",Web Self Service,
2505929,06/18/2013 04:12:32 PM,06/24/2013 04:09:28 PM,06/24/2013 04:09:28 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Adaku Ude, Inspector
 415-252-3878",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"721 32ND AVE, SAN FRANCISCO, CA, 94121",1,,"(37.775456542, -122.49225267)",Voice In,
2486558,06/13/2013 02:57:17 PM,06/21/2013 03:54:13 PM,06/21/2013 03:54:13 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2555 44TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.738970110638, -122.502412040078)",Voice In,
2480263,06/12/2013 10:19:06 AM,06/20/2013 04:17:27 PM,06/20/2013 04:17:27 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"381 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782516349056, -122.415281321569)",Voice In,
2477611,06/11/2013 03:09:02 PM,06/14/2013 05:07:40 PM,06/14/2013 05:07:40 PM,Closed,Case Resolved - 06/14/13 - SR#2477611 assigned to inspector Oblena. Closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"141 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784142808252, -122.409956396447)",Voice In,
2444307,06/03/2013 01:04:26 PM,06/05/2013 08:48:05 AM,06/05/2013 08:48:05 AM,Closed,Case Resolved - 06/05/13 - SR#2444307 assigned to investigator Olga. Closed.,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"355 SERRANO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.718208246994, -122.480956536849)",Voice In,
2430754,05/30/2013 04:35:28 PM,06/04/2013 08:44:54 AM,06/04/2013 08:44:54 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 c/o Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"355 SERRANO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.718208246994, -122.480956536849)",Voice In,
2425402,05/29/2013 03:39:11 PM,05/30/2013 11:30:24 AM,05/30/2013 11:30:24 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Ihsan Dujaili, Inspector
 415-252-3968",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"530 3RD AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.778640761713, -122.460729791586)",Voice In,
